YEAR,KID,FID,MID,YBIRTH_M,YMAR,YDIV,YSEP,YBIRTH_F,UD_year,JC_year,edH,edW,F_hrs,F_earn,F_wage,M_hrs,M_earn,M_wage,exp,exp1,exp2,F_AGE,M_AGE,SEP,DIV,TSD,TSS,L,YBIRTH,LW_std,LW_raw,PC_std,PC_raw,AP_std,AP_raw,DigSpan,BPE,BPN,tau_m,tau_f,AGE,PHI_M,PHI_F,dgroup,sgroup
1997,636031,636003,636170,1955,1976,9999,9999,1952,1973,1983,1,0,2400,39689.16991122878,16.540729730571563,1040,8581.442142968384,8.24891125992836,NA,19.5,17,45,42,FALSE,FALSE,-8002,-8002,2,1985,95,41,107,28,110,38,10,13,10,10.0833333333333,16.3333333333333,12,0.10960144927536196,0.24805295950155715,1,1
2002,636031,636003,636170,1955,1976,9999,9999,1952,1973,1983,1,0,3830,64141.08202171606,16.747018804625604,1628,10530.625406550398,6.468443124416706,NA,24.5,22,50,47,FALSE,FALSE,-7997,-7997,2,1985,93,49,93,29,99,44,11,8,3,0,0,17,0,0,1,1
2007,636031,636003,636170,1955,1976,9999,9999,1952,1973,1983,1,0,2340,59793.502585076014,25.55277888251114,NA,NA,NA,NA,NA,NA,55,52,FALSE,FALSE,-7992,-7992,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,1,1
1997,636033,636003,636170,1955,1976,9999,9999,1952,1973,1983,1,0,2400,39689.16991122878,16.540729730571563,1040,8581.442142968384,8.24891125992836,NA,19.5,17,45,42,FALSE,FALSE,-8002,-8002,2,1992,86,4,NA,NA,101,11,3,3,1,9.25,22.5,5,0.10054347826086957,0.34170560747663553,1,1
2002,636033,636003,636170,1955,1976,9999,9999,1952,1973,1983,1,0,3830,64141.08202171606,16.747018804625604,1628,10530.625406550398,6.468443124416706,NA,24.5,22,50,47,FALSE,FALSE,-7997,-7997,2,1992,99,41,103,24,106,35,15,12,11,8.5,11.5,10,0.10533841754051478,0.2998996990972919,1,1
2007,636033,636003,636170,1955,1976,9999,9999,1952,1973,1983,1,0,2340,59793.502585076014,25.55277888251114,NA,NA,NA,NA,NA,NA,55,52,FALSE,FALSE,-7992,-7992,2,1992,99,49,98,29,101,41,18,17,14,0,6.91666666666667,15,NA,0.10323383084577119,1,1
1997,649034,649173,649031,1971,1995,9999,9999,1967,1972,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,26,FALSE,FALSE,-8002,-8002,2,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.25,24.5166666666667,0,NA,NA,1,1
2002,649034,649173,649031,1971,1995,9999,9999,1967,1972,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,31,FALSE,FALSE,-7997,-7997,2,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,1
2007,649034,649173,649031,1971,1995,9999,9999,1967,1972,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,36,FALSE,FALSE,-7992,-7992,2,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,1
1997,652034,652170,652003,1955,1978,9999,9999,1956,1978,1988,0,1,1000,82060.04049213517,82.06004049213517,0,0,NA,NA,10,8,41,42,FALSE,FALSE,-8002,-8002,2,1991,116,21,NA,NA,121,22,12,7,2,26.7,31.85,6,0.23839285714285713,0.3433250414593698,1,1
2002,652034,652170,652003,1955,1978,9999,9999,1956,1978,1988,0,1,2400,80990.08267219669,33.74586778008196,0,0,NA,NA,10,8,46,47,FALSE,FALSE,-7997,-7997,2,1991,115,49,124,32,126,44,17,9,4,43.9166666666667,13.9166666666667,11,0.3921130952380955,0.21135124610591952,1,1
2007,652034,652170,652003,1955,1978,9999,9999,1956,1978,1988,0,1,2080,97009.97515240374,46.63941113096332,1040,8107.0023921598895,7.795194607846047,NA,12,9,51,52,FALSE,FALSE,-7992,-7992,2,1991,113,53,106,33,107,45,16,8,9,4,4,16,0.043478260869565216,0.05555555555555555,1,1
1997,652033,652005,652171,1963,1983,9999,9999,1960,1978,1988,0,0,2600,42907.21071484192,16.49782251985672,1872,11799.48294658153,6.307359975081763,NA,9.5,7,37,34,FALSE,FALSE,-8002,-8002,2,1988,112,40,118,24,136,37,13,4,3,2.16666666666667,4.66666666666667,9,0.028508771929824605,0.07526881720430112,1,1
2002,652033,652005,652171,1963,1983,9999,9999,1960,1978,1988,0,0,2750,55525.115779993,20.19095119272473,1806,19146.59164827345,10.6016565051348,NA,14.5,12,42,39,FALSE,FALSE,-7997,-7997,2,1988,107,51,134,37,124,50,17,1,0,27.25,23.3333333333333,14,0.3526630164260826,0.3947083062242458,1,1
2007,652033,652005,652171,1963,1983,9999,9999,1960,1978,1988,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,44,FALSE,FALSE,-7992,-7992,2,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
1997,652035,652005,652171,1963,1983,9999,9999,1960,1978,1988,0,0,2600,42907.21071484192,16.49782251985672,1872,11799.48294658153,6.307359975081763,NA,9.5,7,37,34,FALSE,FALSE,-8002,-8002,2,1992,101,8,NA,NA,101,11,6,5,0,33.2666666666667,8.66666666666667,5,0.4377192982456145,0.13978494623655918,1,1
2002,652035,652005,652171,1963,1983,9999,9999,1960,1978,1988,0,0,2750,55525.115779993,20.19095119272473,1806,19146.59164827345,10.6016565051348,NA,14.5,12,42,39,FALSE,FALSE,-7997,-7997,2,1992,95,39,92,19,99,33,14,1,0,16.7666666666667,13.9166666666667,10,0.21699021071843416,0.23541531121231893,1,1
2007,652035,652005,652171,1963,1983,9999,9999,1960,1978,1988,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,44,FALSE,FALSE,-7992,-7992,2,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,1,1
1997,652037,652006,652173,1962,1990,9999,9999,1963,1978,1988,0,1,2600,31107.727768260396,11.960384986762186,1980,36471.129107615634,18.417920199345897,NA,8,8,34,35,FALSE,FALSE,-8002,-8002,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,18.9166666666667,2,0.14542143600416232,0.305107526881721,1,1
2002,652037,652006,652173,1962,1990,9999,9999,1963,1978,1988,0,1,2090,31687.60917789256,15.161535491814622,1866,40686.50725258108,21.804130360440023,NA,13,13,39,40,FALSE,FALSE,-7997,-7997,2,1995,117,37,120,21,108,28,10,0,1,22.3333333333333,16,7,0.2934141822469256,0.22281735404392072,1,1
2007,652037,652006,652173,1962,1990,9999,9999,1963,1978,1988,0,1,2444,37370.93911567251,15.290891618523954,2600,46132.3481750135,17.743210836543643,NA,18,18,44,45,FALSE,FALSE,-7992,-7992,2,1995,112,49,103,28,125,45,14,0,2,25,12.8333333333333,12,0.4032258064516129,0.19743589743589693,1,1
1997,655030,655003,655172,1964,1988,9999,9999,1963,1970,1980,1,1,2000,64360.81607226289,32.180408036131446,1500,37543.809375486686,25.02563064943155,NA,10,10,34,33,FALSE,FALSE,-8002,-8002,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8333333333333,23.0166666666667,2,0.35877274128892955,0.31298814504881495,1,1
2002,655030,655003,655172,1964,1988,9999,9999,1963,1970,1980,1,1,2092,0,NA,1440,43079.831208615265,29.916549450427265,NA,15,15,39,38,FALSE,FALSE,-7997,-7997,2,1995,107,31,111,17,94,24,11,1,0,5.83333333333333,2.25,7,0.06919099756690994,0.03135048231511254,1,1
2007,655030,655003,655172,1964,1988,9999,9999,1963,1970,1980,1,1,0,0,NA,2250,95503.51107338529,42.44600492150457,NA,20,20,44,43,FALSE,FALSE,-7992,-7992,2,1995,113,49,115,31,107,39,NA,0,0,27,5,12,0.39283715724678236,0.044642857142857144,1,1
1997,655031,655003,655172,1964,1988,9999,9999,1963,1970,1980,1,1,2000,64360.81607226289,32.180408036131446,1500,37543.809375486686,25.02563064943155,NA,10,10,34,33,FALSE,FALSE,-8002,-8002,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1666666666667,24.4166666666667,1,0.5912735121800805,0.3320258019525806,1,1
2002,655031,655003,655172,1964,1988,9999,9999,1963,1970,1980,1,1,2092,0,NA,1440,43079.831208615265,29.916549450427265,NA,15,15,39,38,FALSE,FALSE,-7997,-7997,2,1996,93,14,95,3,91,18,7,0,0,5.25,4,6,0.06227189781021898,0.05573419078242229,1,1
2007,655031,655003,655172,1964,1988,9999,9999,1963,1970,1980,1,1,0,0,NA,2250,95503.51107338529,42.44600492150457,NA,20,20,44,43,FALSE,FALSE,-7992,-7992,2,1996,96,41,95,23,106,36,NA,0,0,17.25,3.33333333333333,11,0.2509792949076665,0.029761904761904732,1,1
1997,656033,656173,656005,1962,1985,9999,9999,1962,1971,1982,0,0,2080,58997.414732907644,28.361666282510512,180,965.4122410839433,5.36340133935524,NA,9,5,35,35,FALSE,FALSE,-8002,-8002,2,1987,118,44,113,24,108,31,16,6,7,11.9166666666667,16.0833333333333,10,0.10979210961493062,0.22337962962962918,1,1
2002,656033,656173,656005,1962,1985,9999,9999,1962,1971,1982,0,0,2189,71799.71868102544,32.8002369488467,440,1914.659164827345,4.35149810188033,NA,10,5,40,40,FALSE,FALSE,-7997,-7997,2,1987,170,57,115,33,115,47,30,5,3,0,0,15,0,0,1,1
2007,656033,656173,656005,1962,1985,9999,9999,1962,1971,1982,0,0,2496,66437.2250945289,26.617478002615705,450,3321.861254726445,7.3819138993921,NA,14,8,45,45,FALSE,FALSE,-7992,-7992,2,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1
1997,656034,656173,656005,1962,1985,9999,9999,1962,1971,1982,0,0,2080,58997.414732907644,28.361666282510512,180,965.4122410839433,5.36340133935524,NA,9,5,35,35,FALSE,FALSE,-8002,-8002,2,1989,125,35,125,20,132,30,16,5,3,4.5,24.9166666666667,8,0.041459957476966694,0.34606481481481527,1,1
2002,656034,656173,656005,1962,1985,9999,9999,1962,1971,1982,0,0,2189,71799.71868102544,32.8002369488467,440,1914.659164827345,4.35149810188033,NA,10,5,40,40,FALSE,FALSE,-7997,-7997,2,1989,120,52,103,28,120,45,30,1,0,0,0,13,0,0,1,1
2007,656034,656173,656005,1962,1985,9999,9999,1962,1971,1982,0,0,2496,66437.2250945289,26.617478002615705,450,3321.861254726445,7.3819138993921,NA,14,8,45,45,FALSE,FALSE,-7992,-7992,2,1989,117,54,111,35,105,46,25,0,1,1,3.5,18,0.009676218831410496,0.0546875,1,1
1997,664030,664174,664008,1954,1978,9999,9999,1953,9999,1991,1,1,2400,76160.29901884441,31.7298823236256,1400,45052.57125058402,32.180408036131446,NA,17.5,16,44,43,FALSE,FALSE,-8002,-8002,1,1984,121,51,107,29,112,41,10,0,0,9.16666666666667,27.1666666666667,13,0.10774562989752866,0.41257788161993825,1,1
2002,664030,664174,664008,1954,1978,9999,9999,1953,9999,1991,1,1,2860,63183.752439302385,22.092221132623212,1544,63183.752439302385,40.92211945550673,NA,22.5,21,49,48,FALSE,FALSE,-7997,-7997,1,1984,123,55,103,33,94,42,13,7,6,18.75,21.75,18,0.22780373831775702,0.3815789473684211,1,1
2007,664030,664174,664008,1954,1978,9999,9999,1953,9999,1991,1,1,3120,85537.92730920596,27.416002342694206,1820,64776.29446716568,35.5913705863548,NA,27.5,26,54,53,FALSE,FALSE,-7992,-7992,1,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
1997,664035,664174,664008,1954,1978,9999,9999,1953,9999,1991,1,1,2400,76160.29901884441,31.7298823236256,1400,45052.57125058402,32.180408036131446,NA,17.5,16,44,43,FALSE,FALSE,-8002,-8002,1,1988,121,42,117,23,134,36,12,0,1,7.5,27.1666666666667,9,0.08815551537070523,0.41257788161993825,1,1
2002,664035,664174,664008,1954,1978,9999,9999,1953,9999,1991,1,1,2860,63183.752439302385,22.092221132623212,1544,63183.752439302385,40.92211945550673,NA,22.5,21,49,48,FALSE,FALSE,-7997,-7997,1,1988,120,53,120,34,115,46,14,2,3,9.83333333333333,1,14,0.11947040498442364,0.017543859649122806,1,1
2007,664035,664174,664008,1954,1978,9999,9999,1953,9999,1991,1,1,3120,85537.92730920596,27.416002342694206,1820,64776.29446716568,35.5913705863548,NA,27.5,26,54,53,FALSE,FALSE,-7992,-7992,1,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
1997,664032,664007,664175,1959,1979,2000,1998,1958,9999,1991,0,0,2080,45052.57125058402,21.65741460831646,1020,8259.63806260707,8.098736022426413,NA,9.5,8,39,38,FALSE,FALSE,-3,-1,1,1986,109,43,120,29,119,37,14,9,3,18.5,1,11,0.20024979184013322,0.013888888888888888,3,3
2002,664032,664007,664175,1959,1979,2000,1998,1958,9999,1991,0,0,2870,33506.535384478535,11.674751005044786,1584,9094.631032929889,5.741559995536546,NA,14.5,13,44,43,TRUE,TRUE,2,4,1,1986,NA,NA,NA,NA,NA,NA,NA,3,7,1,0,16,0.012264150943396225,0,2,2
2007,664032,664007,664175,1959,1979,2000,1998,1958,9999,1991,0,0,0,0,NA,2080,29066.285978856395,13.974175951373287,NA,19.5,18,49,48,TRUE,TRUE,7,9,1,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,2,2
1997,664034,664007,664175,1959,1979,2000,1998,1958,9999,1991,0,0,2080,45052.57125058402,21.65741460831646,1020,8259.63806260707,8.098736022426413,NA,9.5,8,39,38,FALSE,FALSE,-3,-1,1,1988,114,38,126,25,103,27,12,3,3,16.75,4.33333333333333,9,0.18130724396336387,0.06018518518518515,3,3
2002,664034,664007,664175,1959,1979,2000,1998,1958,9999,1991,0,0,2870,33506.535384478535,11.674751005044786,1584,9094.631032929889,5.741559995536546,NA,14.5,13,44,43,TRUE,TRUE,2,4,1,1988,125,54,103,30,121,48,14,2,1,1.83333333333333,0,14,0.022484276729559705,0,2,2
2007,664034,664007,664175,1959,1979,2000,1998,1958,9999,1991,0,0,0,0,NA,2080,29066.285978856395,13.974175951373287,NA,19.5,18,49,48,TRUE,TRUE,7,9,1,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,2,2
1997,672174,672171,672003,1966,1984,2002,2002,1961,9999,1983,0,1,0,0,NA,880,4827.061205419716,5.481396168821056,NA,0.5,0,36,31,FALSE,FALSE,-5,-5,1,1988,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,NA,3,3
2002,672174,672171,672003,1966,1984,2002,2002,1961,9999,1983,0,1,2080,28719.887472410173,13.807638207889507,3227,32166.273969099395,9.967856823396156,NA,5.5,5,41,36,TRUE,TRUE,0,0,1,1988,NA,NA,NA,NA,NA,NA,NA,3,1,21.6666666666667,2.5,14,0.4338339109228604,0.034722222222222224,2,2
2007,672174,672171,672003,1966,1984,2002,2002,1961,9999,1983,0,1,NA,NA,NA,2080,31557.681919901228,15.171962461490999,NA,10.5,10,46,41,TRUE,TRUE,5,5,1,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,2,2
1997,673033,673175,673030,1971,1992,2003,2002,1974,1973,1989,1,0,1456,8581.442142968384,5.889014670612054,900,10726.80267871048,11.917477776047344,NA,8.5,8,23,26,FALSE,FALSE,-6,-5,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9166666666667,17.5,2,0.5799485513132958,0.20833333333333334,3,3
2002,673033,673175,673030,1971,1992,2003,2002,1974,1973,1989,1,0,560,9094.631032929889,16.240412558803374,818,2871.9887472410173,3.510988688558701,NA,9.5,8,28,31,TRUE,FALSE,-1,0,2,1995,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,7,NA,NA,3,2
2007,673033,673175,673030,1971,1992,2003,2002,1974,1973,1989,1,0,NA,NA,NA,0,0,NA,NA,11,9,33,36,TRUE,TRUE,4,5,2,1995,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,12,NA,NA,2,2
1997,674030,674170,674005,1964,1985,2006,2005,1961,1970,1977,1,0,2500,53634.013393552406,21.45360535742096,800,21453.60535742096,26.817006696776204,NA,14,13,36,33,FALSE,FALSE,-9,-8,2,1993,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,4,NA,NA,3,3
2002,674030,674170,674005,1964,1985,2006,2005,1961,1970,1977,1,0,2340,71799.71868102544,30.683640461976683,2340,62226.42285688871,26.592488400379793,NA,19,18,41,38,FALSE,FALSE,-4,-3,2,1993,NA,NA,NA,NA,NA,NA,NA,10,7,17.4166666666667,13.3333333333333,9,0.2599502487562194,0.19900497512437762,3,3
2007,674030,674170,674005,1964,1985,2006,2005,1961,1970,1977,1,0,NA,NA,NA,1040,24913.959410448337,23.955730202354133,NA,24,23,46,43,TRUE,TRUE,1,2,2,1993,91,44,92,26,106,42,10,11,5,7.41666666666667,11.8333333333333,14,0.08061594202898555,NA,2,2
1997,674031,674003,674171,1966,1993,2007,2006,1963,1970,1977,0,0,2024,34325.76857187354,16.95907503504127,2000,18235.564553807817,9.11778227690391,NA,11,11,34,31,FALSE,FALSE,-10,-9,2,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0666666666667,15.65,1,0.4360529986053002,0.2141578947368421,3,3
2002,674031,674003,674171,1966,1993,2007,2006,1963,1970,1977,0,0,2133,44037.16079102893,20.645645002826505,2112,24890.569142755485,11.785307359259226,NA,16,16,39,36,FALSE,FALSE,-5,-4,2,1996,110,22,95,4,94,19,10,7,10,22.2666666666667,9.33333333333333,6,0.3119252873563223,0.13149101417863268,3,3
2007,674031,674003,674171,1966,1993,2007,2006,1963,1970,1977,0,0,2288,37370.93911567251,16.33345241069605,2080,23253.028783085116,11.179340761098645,NA,21,21,44,41,TRUE,TRUE,0,1,2,1996,97,42,111,29,95,33,15,6,7,27.5,0,11,0.3819444444444444,0,2,2
1997,677034,677005,677172,1958,1980,9999,9999,1956,9999,1988,0,0,2080,53634.013393552406,25.787233639619995,2080,5363.40133935524,2.5744326428905153,NA,17,15,41,39,FALSE,FALSE,-8002,-8002,1,1986,124,49,94,22,105,35,21,1,0,2.5,2.5,11,0.034722222222222224,0.034722222222222224,1,1
2002,677034,677005,677172,1958,1980,9999,9999,1956,9999,1988,0,0,1840,60311.763692061366,32.778132441337696,1960,20582.58602189396,10.501319398925489,NA,21.5,19,46,44,FALSE,FALSE,-7997,-7997,1,1986,120,54,112,34,121,51,15,0,2,9.08333333333333,6.16666666666667,16,0.12223947550034503,0.0804886211512718,1,1
2007,677034,677005,677172,1958,1980,9999,9999,1956,9999,1988,0,0,2080,73080.9476039818,35.135070963452776,2080,22422.563469403503,10.780078591059352,NA,26.5,24,51,49,FALSE,FALSE,-7992,-7992,1,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
1997,691031,691004,691170,1959,1983,2004,2003,1958,1974,1982,1,0,2450,53634.013393552406,21.89340426724809,0,0,NA,NA,4.5,4,39,38,FALSE,FALSE,-7,-6,2,1986,106,42,97,22,111,35,12,1,NA,12.3333333333333,15.4166666666667,11,0.11011904761904732,0.23760126457221944,3,3
2002,691031,691004,691170,1959,1983,2004,2003,1958,1974,1982,1,0,2560,0,NA,780,5743.977494482035,7.364073710874404,NA,6,4,44,43,FALSE,FALSE,-2,-1,2,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,3,3
2007,691031,691004,691170,1959,1983,2004,2003,1958,1974,1982,1,0,2860,83046.53136816113,29.0372487301263,1820,17190.631993209354,9.445402194071097,NA,9.5,7,49,48,TRUE,TRUE,3,4,2,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,2,2
1997,691033,691004,691170,1959,1983,2004,2003,1958,1974,1982,1,0,2450,53634.013393552406,21.89340426724809,0,0,NA,NA,4.5,4,39,38,FALSE,FALSE,-7,-6,2,1989,97,27,108,17,123,29,10,0,0,20.5833333333333,16.0833333333333,8,0.1837797619047616,0.24787591385101707,3,3
2002,691033,691004,691170,1959,1983,2004,2003,1958,1974,1982,1,0,2560,0,NA,780,5743.977494482035,7.364073710874404,NA,6,4,44,43,FALSE,FALSE,-2,-1,2,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,3,3
2007,691033,691004,691170,1959,1983,2004,2003,1958,1974,1982,1,0,2860,83046.53136816113,29.0372487301263,1820,17190.631993209354,9.445402194071097,NA,9.5,7,49,48,TRUE,TRUE,3,4,2,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,2,2
1997,691030,691005,691171,1962,1982,1991,1991,1959,1974,1982,0,0,2640,75087.61875097337,28.447480703940194,2500,13944.843482323626,5.57793739292945,NA,13,12,38,35,TRUE,TRUE,6,6,2,1985,123,50,100,26,100,35,16,8,5,7.91666666666667,0,12,0.12384677095868436,0,2,2
2002,691030,691005,691171,1962,1982,1991,1991,1959,1974,1982,0,0,2550,62226.42285688871,24.402518767407336,2761,0,NA,NA,18,17,43,40,TRUE,TRUE,11,11,2,1985,107,53,104,33,87,37,17,14,11,0,0,17,0,0,2,2
2007,691030,691005,691171,1962,1982,1991,1991,1959,1974,1982,0,0,2600,74741.87823134502,28.746876242824992,2600,27405.355351493174,10.540521289035842,NA,23,22,48,45,TRUE,TRUE,16,16,2,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,2,2
1997,691032,691005,691171,1962,1982,1991,1991,1959,1974,1982,0,0,2640,75087.61875097337,28.447480703940194,2500,13944.843482323626,5.57793739292945,NA,13,12,38,35,TRUE,TRUE,6,6,2,1988,93,31,108,20,87,23,15,1,3,37.25,0,9,0.5827316486161251,0,2,2
2002,691032,691005,691171,1962,1982,1991,1991,1959,1974,1982,0,0,2550,62226.42285688871,24.402518767407336,2761,0,NA,NA,18,17,43,40,TRUE,TRUE,11,11,2,1988,103,50,98,28,108,44,17,1,4,33.8333333333333,0,14,0.5743824137555767,0,2,2
2007,691032,691005,691171,1962,1982,1991,1991,1959,1974,1982,0,0,2600,74741.87823134502,28.746876242824992,2600,27405.355351493174,10.540521289035842,NA,23,22,48,45,TRUE,TRUE,16,16,2,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,2,2
1997,691034,691006,691172,1962,1987,9999,9999,1960,1970,1987,0,0,624,45052.57125058402,72.20210883040025,0,0,NA,NA,7.5,3,37,35,FALSE,FALSE,-8002,-8002,2,1991,100,12,NA,NA,117,19,6,2,2,55,30.3333333333333,6,0.49107142857142855,0.303333333333333,1,1
2002,691034,691006,691172,1962,1987,9999,9999,1960,1970,1987,0,0,980,76586.3665930938,78.14935366642224,735,38293.1832965469,52.09956911094816,NA,10,4,42,40,FALSE,FALSE,-7997,-7997,2,1991,101,44,100,25,110,38,11,0,1,7.75,0,11,0.07919041068972293,0,1,1
2007,691034,691006,691172,1962,1987,9999,9999,1960,1970,1987,0,0,NA,74741.87823134502,NA,1716,33218.61254726445,19.35816582008417,NA,13,6,47,45,FALSE,FALSE,-7992,-7992,2,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1,1
1997,691035,691006,691172,1962,1987,9999,9999,1960,1970,1987,0,0,624,45052.57125058402,72.20210883040025,0,0,NA,NA,7.5,3,37,35,FALSE,FALSE,-8002,-8002,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,26.6666666666667,2,0.25,0.266666666666667,1,1
2002,691035,691006,691172,1962,1987,9999,9999,1960,1970,1987,0,0,980,76586.3665930938,78.14935366642224,735,38293.1832965469,52.09956911094816,NA,10,4,42,40,FALSE,FALSE,-7997,-7997,2,1995,94,22,91,8,118,28,11,1,0,16.25,0,7,0.16604440951070937,0,1,1
2007,691035,691006,691172,1962,1987,9999,9999,1960,1970,1987,0,0,NA,74741.87823134502,NA,1716,33218.61254726445,19.35816582008417,NA,13,6,47,45,FALSE,FALSE,-7992,-7992,2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,1
1997,692038,692174,692007,1964,1989,9999,9999,1964,1974,1982,1,0,2400,NA,NA,0,0,NA,NA,7.5,7,33,33,FALSE,FALSE,-8002,-8002,2,1992,115,12,NA,NA,124,17,8,8,1,16.6666666666667,0,5,0.1488095238095241,0,1,1
2002,692038,692174,692007,1964,1989,9999,9999,1964,1974,1982,1,0,2640,172319.32483446106,65.27247152820495,96,957.3295824136725,NA,NA,8.5,7,38,38,FALSE,FALSE,-7997,-7997,2,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,1
2007,692038,692174,692007,1964,1989,9999,9999,1964,1974,1982,1,0,2600,153636.0830310981,59.090801165806994,520,8304.653136816112,15.970486801569423,NA,10,7,43,43,FALSE,FALSE,-7992,-7992,2,1992,107,51,109,32,128,51,22,1,0,8.33333333333333,3.16666666666667,15,0.08169934640522873,0.05107526881720435,1,1
1997,692039,692174,692007,1964,1989,9999,9999,1964,1974,1982,1,0,2400,NA,NA,0,0,NA,NA,7.5,7,33,33,FALSE,FALSE,-8002,-8002,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,0,3,0.43660714285714286,0,1,1
2002,692039,692174,692007,1964,1989,9999,9999,1964,1974,1982,1,0,2640,172319.32483446106,65.27247152820495,96,957.3295824136725,NA,NA,8.5,7,38,38,FALSE,FALSE,-7997,-7997,2,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1,1
2007,692039,692174,692007,1964,1989,9999,9999,1964,1974,1982,1,0,2600,153636.0830310981,59.090801165806994,520,8304.653136816112,15.970486801569423,NA,10,7,43,43,FALSE,FALSE,-7992,-7992,2,1994,111,50,97,27,129,48,18,6,3,14.2333333333333,15,13,0.1395424836601304,0.24193548387096775,1,1
1997,698034,698172,698007,1962,1983,9999,9999,1959,1992,1981,0,0,1960,32180.408036131445,16.42273490110575,1920,6436.081607226289,3.3574892384363806,NA,15,15,38,35,FALSE,FALSE,-8002,-8002,2,1987,118,46,102,24,111,35,16,7,1,39.1666666666667,26.5833333333333,10,0.5216871584699457,0.3577467218771562,1,1
2002,698034,698172,698007,1962,1983,9999,9999,1959,1992,1981,0,0,2080,39250.51287896057,18.870438884115657,1956,67970.40035137074,34.74969343117114,NA,19,19,43,40,FALSE,FALSE,-7997,-7997,2,1987,112,53,111,33,110,47,24,1,1,14.25,5,15,0.19157187176835574,0.06944444444444445,1,1
2007,698034,698172,698007,1962,1983,9999,9999,1959,1992,1981,0,0,2600,37370.93911567251,14.373438121412496,2600,78063.73948607146,30.0245151869506,NA,24,24,48,45,FALSE,FALSE,-7992,-7992,2,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1
1997,698035,698172,698007,1962,1983,9999,9999,1959,1992,1981,0,0,1960,32180.408036131445,16.42273490110575,1920,6436.081607226289,3.3574892384363806,NA,15,15,38,35,FALSE,FALSE,-8002,-8002,2,1988,120,43,117,24,136,37,15,7,2,21.3333333333333,12.1666666666667,9,0.2841530054644804,0.16373360938578374,1,1
2002,698035,698172,698007,1962,1983,9999,9999,1959,1992,1981,0,0,2080,39250.51287896057,18.870438884115657,1956,67970.40035137074,34.74969343117114,NA,19,19,43,40,FALSE,FALSE,-7997,-7997,2,1988,136,55,107,31,119,48,21,8,0,5.16666666666667,8.5,14,0.06945880730782493,0.11805555555555555,1,1
