KID,YEAR,MID,FID,YBIRTH,YBIRTH_M,YMAR,YDIV,YSEP,YBIRTH_F,UD_year,JC_year,edH,edW,F_hrs,F_earn,F_wage,M_hrs,M_earn,M_wage,exp,exp1,exp2,F_AGE,M_AGE,SEP,DIV,TSD,TSS,L,LW_std,LW_raw,PC_std,PC_raw,AP_std,AP_raw,DigSpan,BPE,BPN,tau_m,tau_f,AGE,PHI_M,PHI_F,dgroup,sgroup
1975032,2002,1975004,1975170,1983,1959,1980,9999,9999,1957,1970,1977,1,1,2514,157959.38109825595,62.83189383383292,490,14359.943736205087,29.30600762490834,NA,8,0,45,43,FALSE,FALSE,-7997,-7997,2,136,55,124,35,116,47,23,7,5,0,0,19,0,0,1,1
1975032,2007,1975004,1975170,1983,1959,1980,9999,9999,1957,1970,1977,1,1,2860,182702.36900995448,63.88194720627778,580,19682.027934254187,33.93453092112788,NA,11,1,50,48,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,1,1
1975033,1997,1975004,1975170,1983,1959,1980,9999,9999,1957,1970,1977,1,1,2500,NA,NA,480,9654.122410839433,20.112755022582153,NA,5.5,0,40,38,FALSE,FALSE,-8002,-8002,2,114,25,123,16,122,25,14,11,0,18.3333333333333,10,14,0.17839321357285395,0.15643802647412758,1,1
1975033,2002,1975004,1975170,1983,1959,1980,9999,9999,1957,1970,1977,1,1,2514,157959.38109825595,62.83189383383292,490,14359.943736205087,29.30600762490834,NA,8,0,45,43,FALSE,FALSE,-7997,-7997,2,117,50,138,36,138,48,19,8,7,10.5,14,19,0.10236220472440945,0.21993957703927491,1,1
1975033,2007,1975004,1975170,1983,1959,1980,9999,9999,1957,1970,1977,1,1,2860,182702.36900995448,63.88194720627778,580,19682.027934254187,33.93453092112788,NA,11,1,50,48,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,0,0,9.9,9,24,0.09816933638443937,0.15789473684210525,1,1
1978031,1997,1978171,1978003,1995,1970,1993,9999,9999,1968,1970,1977,0,0,4000,51488.65285781031,12.872163214452577,2000,15017.523750194674,7.508761875097337,NA,5,5,29,27,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1666666666667,31.1666666666667,2,0.5190027894002793,0.8885233918128663,1,1
1978031,2002,1978171,1978003,1995,1970,1993,9999,9999,1968,1970,1977,0,0,2739,74671.70742826645,27.262397746720136,1960,0,NA,NA,10,10,34,32,FALSE,FALSE,-7997,-7997,2,131,39,106,15,109,27,12,11,7,8,9,7,0.10766045548654245,0.15170178282009725,1,1
1978031,2007,1978171,1978003,1995,1970,1993,9999,9999,1968,1970,1977,0,0,3150,49827.91882089667,15.818386927268747,1560,18270.23690099545,11.711690321150927,NA,15,15,39,37,FALSE,FALSE,-7992,-7992,2,112,49,97,26,94,34,NA,6,5,20,19.5833333333333,12,0.24390243902439024,0.3808277237596603,1,1
1985030,1997,1985172,1985004,1991,1963,1986,9999,9999,1963,9999,1988,0,0,0,0,NA,0,0,NA,NA,2,1,34,34,FALSE,FALSE,-8002,-8002,1,89,13,74,0,94,17,6,6,4,29.2333333333333,17.4166666666667,6,0.26101190476190445,0.1555059523809527,1,1
1985030,2002,1985172,1985004,1991,1963,1986,9999,9999,1963,9999,1988,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,FALSE,FALSE,-7997,-7997,1,96,43,100,26,101,37,11,7,9,51.3333333333333,10,11,NA,NA,1,1
1985030,2007,1985172,1985004,1991,1963,1986,9999,9999,1963,9999,1988,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1,1
2012032,1997,2012003,2012170,1993,1966,1986,2010,2008,1963,1973,1983,1,1,2080,91177.82276903909,43.84044254788973,0,0,NA,NA,8.5,7,34,31,FALSE,FALSE,-13,-11,2,97,5,NA,NA,88,4,4,12,4,35.5,33.4166666666667,4,0.3169642857142857,0.46412037037037085,3,3
2012032,2002,2012003,2012170,1993,1966,1986,2010,2008,1963,1973,1983,1,1,2250,77543.69617550747,34.46386496689221,2115,62226.42285688871,29.42147652807977,NA,12.5,10,39,36,FALSE,FALSE,-8,-6,2,106,42,106,23,117,36,14,5,0,14.1666666666667,16.6666666666667,9,0.1986159791498162,0.24249207237455747,3,3
2012032,2007,2012003,2012170,1993,1966,1986,2010,2008,1963,1973,1983,1,1,NA,NA,NA,104,4152.326568408056,39.92621700392364,NA,13.5,10,44,41,FALSE,FALSE,-3,-1,2,99,48,89,25,105,42,15,4,1,17.3166666666667,22.15,14,0.15742424242424272,NA,3,3
2012033,1997,2012003,2012170,1993,1966,1986,2010,2008,1963,1973,1983,1,1,2080,91177.82276903909,43.84044254788973,0,0,NA,NA,8.5,7,34,31,FALSE,FALSE,-13,-11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,32.6666666666667,4,0.33482142857142855,0.45370370370370416,3,3
2012033,2002,2012003,2012170,1993,1966,1986,2010,2008,1963,1973,1983,1,1,2250,77543.69617550747,34.46386496689221,2115,62226.42285688871,29.42147652807977,NA,12.5,10,39,36,FALSE,FALSE,-8,-6,2,118,35,127,22,123,30,10,11,7,18.3333333333333,17.3333333333333,9,0.2570324436056435,0.2521917552695388,3,3
2012033,2007,2012003,2012170,1993,1966,1986,2010,2008,1963,1973,1983,1,1,NA,NA,NA,104,4152.326568408056,39.92621700392364,NA,13.5,10,44,41,FALSE,FALSE,-3,-1,2,103,46,96,25,114,41,15,7,7,6.08333333333333,19.75,14,0.05530303030303028,NA,3,3
2012034,1997,2012031,2012172,1995,1971,1994,9999,9999,1969,1972,1987,1,0,4056,35398.44883974459,8.731617380470333,0,0,NA,NA,6.5,6,28,26,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8333333333333,25.5,2,0.3735119047619045,0.75,1,1
2012034,2002,2012031,2012172,1995,1971,1994,9999,9999,1969,1972,1987,1,0,3380,81373.01450516217,24.074856362474012,261,1435.9943736205087,5.501894151802715,NA,7,6,33,31,FALSE,FALSE,-7997,-7997,2,107,29,114,16,97,24,15,6,1,30,12,7,0.28042423152975016,0.2553191489361702,1,1
2012034,2007,2012031,2012172,1995,1971,1994,9999,9999,1969,1972,1987,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,36,FALSE,FALSE,-7992,-7992,2,127,52,98,26,126,44,NA,0,1,14.6666666666667,57.25,12,NA,NA,1,1
2019031,1997,2019004,2019174,1985,1959,1982,1998,1997,1960,1973,1980,0,0,1820,34325.76857187354,18.857719109173022,0,0,NA,NA,6.5,5,37,38,TRUE,FALSE,-1,0,2,123,50,98,25,112,38,19,1,0,17.1333333333333,10,12,0.15297619047619018,0.12987012987012986,3,3
2019031,2002,2019004,2019174,1985,1959,1982,1998,1997,1960,1973,1980,0,0,1248,47866.47912068362,38.35455057747085,765,12486.44974342153,16.322156527348405,NA,9,5,42,43,TRUE,TRUE,4,5,2,100,52,106,33,94,41,18,5,2,NA,NA,17,NA,NA,2,2
2019031,2007,2019004,2019174,1985,1959,1982,1998,1997,1960,1973,1980,0,0,NA,NA,NA,1248,9965.583764179335,7.985243400784719,NA,12,6,47,48,TRUE,TRUE,9,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,2,2
2019032,1997,2019175,2019005,1996,1962,1987,2000,1999,1961,1973,1980,1,0,2250,42907.21071484192,19.072255162747236,880,15017.523750194674,17.066343061828377,NA,10.5,10,36,35,FALSE,FALSE,-3,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5833333333333,4.83333333333333,1,0.4584007551240557,0.07032270098862149,3,3
2019032,2002,2019175,2019005,1996,1962,1987,2000,1999,1961,1973,1980,1,0,2187,67970.40035137074,31.07928685476486,2147,35421.19454930588,16.49799466665388,NA,14.5,14,41,40,TRUE,TRUE,2,3,2,122,29,126,17,123,27,11,4,1,27.25,0,6,0.3853685069350014,0,2,2
2019032,2007,2019175,2019005,1996,1962,1987,2000,1999,1961,1973,1980,1,0,2340,79724.67011343468,34.070371843348134,3120,56471.641330349565,18.099885041778712,NA,19.5,19,46,45,TRUE,TRUE,7,8,2,114,47,121,31,120,40,17,2,0,18.3333333333333,2.5,11,0.3525641025641019,0.03731343283582089,2,2
2022030,1997,2022170,2022003,1986,1953,1981,9999,9999,1953,9999,9999,1,1,2256,75087.61875097337,33.28526871203862,1880,55779.3739292945,29.67033620931319,NA,15,13,44,44,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,7,3,15.75,29.1666666666667,11,0.20765720081135905,0.4250747384155461,1,1
2022030,2002,2022170,2022003,1986,1953,1981,9999,9999,1953,9999,9999,1,1,2160,67013.07076895707,31.024569800443086,1784,62226.42285688871,34.88028187045331,NA,20,18,49,49,FALSE,FALSE,-7997,-7997,1,NA,NA,NA,NA,NA,NA,NA,7,3,22.6666666666667,6.75,16,0.2917491749174922,0.09579694323144106,1,1
2022030,2007,2022170,2022003,1986,1953,1981,9999,9999,1953,9999,9999,1,1,2080,85537.92730920596,41.124003514041355,2080,69759.08634925535,33.53802228329585,NA,25,23,54,54,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
2022031,1997,2022170,2022003,1986,1953,1981,9999,9999,1953,9999,9999,1,1,2256,75087.61875097337,33.28526871203862,1880,55779.3739292945,29.67033620931319,NA,15,13,44,44,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,0,0,15.75,29.4166666666667,11,0.20765720081135905,0.4287182361733936,1,1
2022031,2002,2022170,2022003,1986,1953,1981,9999,9999,1953,9999,9999,1,1,2160,67013.07076895707,31.024569800443086,1784,62226.42285688871,34.88028187045331,NA,20,18,49,49,FALSE,FALSE,-7997,-7997,1,NA,NA,NA,NA,NA,NA,NA,2,1,28.9166666666667,9.5,16,0.3721947194719476,0.13482532751091705,1,1
2022031,2007,2022170,2022003,1986,1953,1981,9999,9999,1953,9999,9999,1,1,2080,85537.92730920596,41.124003514041355,2080,69759.08634925535,33.53802228329585,NA,25,23,54,54,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
2028032,1997,2028030,2028170,1993,1968,1992,1996,1994,1969,1970,1980,0,1,NA,NA,NA,1960,32180.408036131445,16.42273490110575,NA,7,7,28,29,TRUE,TRUE,1,3,2,99,6,NA,NA,106,10,3,0,0,21.9166666666667,0,4,0.29494478951000735,NA,2,2
2028032,2002,2028030,2028170,1993,1968,1992,1996,1994,1969,1970,1980,0,1,NA,NA,NA,1984,55525.115779993,27.986449485883572,NA,12,12,33,34,TRUE,TRUE,6,8,2,112,45,97,21,115,37,13,3,1,27.5833333333333,0,9,0.37352430555555516,NA,2,2
2028032,2007,2028030,2028170,1993,1968,1992,1996,1994,1969,1970,1980,0,1,NA,NA,NA,2080,66437.2250945289,31.94097360313893,NA,17,17,38,39,TRUE,TRUE,11,13,2,106,50,96,28,99,40,15,1,5,22.1666666666667,0,14,0.30787037037037085,NA,2,2
2030039,1997,2030006,2030172,1982,1953,1979,9999,9999,1949,1978,1988,0,1,2400,214536.05357420963,89.38644672169444,0,0,NA,NA,9,5,48,44,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,9,5,NA,NA,15,NA,NA,1,1
2030039,2002,2030006,2030172,1982,1953,1979,9999,9999,1949,1978,1988,0,1,0,0,NA,1240,13402.614153791415,10.808559801444689,NA,11.5,6,53,49,FALSE,FALSE,-7997,-7997,2,99,51,97,30,97,42,19,10,6,8.16666666666667,8.16666666666667,20,0.09264107038976152,0.0729166666666667,1,1
2030039,2007,2030006,2030172,1982,1953,1979,9999,9999,1949,1978,1988,0,1,2080,49827.91882089667,23.955730202354133,1040,9965.583764179335,9.582292080941636,NA,16,10,58,54,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,1,1
2030040,1997,2030006,2030172,1982,1953,1979,9999,9999,1949,1978,1988,0,1,2400,214536.05357420963,89.38644672169444,0,0,NA,NA,9,5,48,44,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,15,NA,NA,1,1
2030040,2002,2030006,2030172,1982,1953,1979,9999,9999,1949,1978,1988,0,1,0,0,NA,1240,13402.614153791415,10.808559801444689,NA,11.5,6,53,49,FALSE,FALSE,-7997,-7997,2,124,51,119,31,134,46,16,9,6,12.85,13.5833333333333,20,0.1457678883071553,0.12127976190476161,1,1
2030040,2007,2030006,2030172,1982,1953,1979,9999,9999,1949,1978,1988,0,1,2080,49827.91882089667,23.955730202354133,1040,9965.583764179335,9.582292080941636,NA,16,10,58,54,FALSE,FALSE,-7992,-7992,2,107,52,132,38,117,49,20,9,9,2.33333333333333,13.75,25,0.025362318840579674,0.1909722222222222,1,1
2030038,1997,2030174,2030007,1983,1956,1979,9999,9999,1955,1978,1988,1,1,2500,98686.58464413643,39.47463385765457,1224,15017.523750194674,12.27146226444479,NA,13,9,42,41,FALSE,FALSE,-8002,-8002,2,119,48,103,26,122,40,15,3,5,17.4166666666667,6.66666666666667,14,0.19688405797101488,0.10429201764941842,1,1
2030038,2002,2030174,2030007,1983,1956,1979,9999,9999,1955,1978,1988,1,1,2420,95732.95824136725,39.559073653457546,1952,36378.524131719554,18.63653900190551,NA,18,14,47,46,FALSE,FALSE,-7997,-7997,2,117,54,110,34,114,49,17,6,0,18,15,19,0.24173553719008267,0.22914218566392483,1,1
2030038,2007,2030174,2030007,1983,1956,1979,9999,9999,1955,1978,1988,1,1,2600,194162.7903387607,74.67799628413873,3120,43521.36522879852,13.949155522050832,NA,23,19,52,51,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,1,1
2032040,1997,2032031,2032177,1994,1977,1993,1998,1996,1974,9999,1983,0,0,1600,10726.80267871048,6.704251674194051,960,1072.680267871048,1.1155874785858901,NA,3,2,23,20,TRUE,FALSE,-1,1,1,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,3,NA,NA,3,2
2032040,2002,2032031,2032177,1994,1977,1993,1998,1996,1974,9999,1983,0,0,1720,24890.569142755485,14.471261129509003,0,0,NA,NA,3.5,2,28,25,TRUE,TRUE,4,6,1,97,35,109,21,108,31,10,13,5,0,5.91666666666667,8,0,0.07496751137102019,2,2
2032040,2007,2032031,2032177,1994,1977,1993,1998,1996,1974,9999,1983,0,0,NA,16609.306273632224,NA,0,0,NA,NA,4,2,33,30,TRUE,TRUE,9,11,1,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,13,NA,NA,2,2
2032041,1997,2032031,2032177,1994,1977,1993,1998,1996,1974,9999,1983,0,0,1600,10726.80267871048,6.704251674194051,960,1072.680267871048,1.1155874785858901,NA,3,2,23,20,TRUE,FALSE,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2
2032041,2002,2032031,2032177,1994,1977,1993,1998,1996,1974,9999,1983,0,0,1720,24890.569142755485,14.471261129509003,0,0,NA,NA,3.5,2,28,25,TRUE,TRUE,4,6,1,116,35,120,20,111,28,10,12,11,0,10.8,8,0,0.1368421052631579,2,2
2032041,2007,2032031,2032177,1994,1977,1993,1998,1996,1974,9999,1983,0,0,NA,16609.306273632224,NA,0,0,NA,NA,4,2,33,30,TRUE,TRUE,9,11,1,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,13,NA,NA,2,2
2034031,1997,2034004,2034170,1985,1964,1982,2002,2002,1961,1970,1987,0,0,2080,69724.21741161813,33.52125837097025,1040,30035.047500389348,28.876552811088615,NA,15.5,15,36,33,FALSE,FALSE,-5,-5,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,12,NA,NA,3,3
2034031,2002,2034004,2034170,1985,1964,1982,2002,2002,1961,1970,1987,0,0,2151,59354.43410964769,27.59387917696313,5100,33506.535384478535,6.56990889891736,NA,20,19,41,38,TRUE,TRUE,0,0,2,126,55,104,33,117,51,23,5,1,0,0,17,0,0,3,3
2034031,2007,2034004,2034170,1985,1964,1982,2002,2002,1961,1970,1987,0,0,NA,NA,NA,1560,20761.632842040282,13.308739001307853,NA,24,22,46,43,TRUE,TRUE,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,2,2
2034033,1997,2034004,2034170,1985,1964,1982,2002,2002,1961,1970,1987,0,0,2080,69724.21741161813,33.52125837097025,1040,30035.047500389348,28.876552811088615,NA,15.5,15,36,33,FALSE,FALSE,-5,-5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3,3
2034033,2002,2034004,2034170,1985,1964,1982,2002,2002,1961,1970,1987,0,0,2151,59354.43410964769,27.59387917696313,5100,33506.535384478535,6.56990889891736,NA,20,19,41,38,TRUE,TRUE,0,0,2,114,29,121,17,124,29,12,9,0,11.4166666666667,0,17,0.8199815837937411,0,3,3
2034033,2007,2034004,2034170,1985,1964,1982,2002,2002,1961,1970,1987,0,0,NA,NA,NA,1560,20761.632842040282,13.308739001307853,NA,24,22,46,43,TRUE,TRUE,5,5,2,120,50,101,27,123,43,20,3,1,6.66666666666667,0,22,0.08130081300813012,NA,2,2
2047030,1997,2047005,2047170,1986,1955,1979,9999,9999,1953,9999,1991,1,0,520,8581.442142968384,16.49782251985672,2080,8581.442142968384,4.129819031303535,NA,18.5,18,44,42,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,11,NA,NA,1,1
2047030,2002,2047005,2047170,1986,1955,1979,9999,9999,1953,9999,1991,1,0,2340,22975.90997792814,9.81876494783254,1275,0,NA,NA,23.5,23,49,47,FALSE,FALSE,-7997,-7997,1,149,56,112,34,118,50,18,10,2,1.91666666666667,20.0833333333333,16,0.021909577196453475,0.299751243781094,1,1
2047030,2007,2047005,2047170,1986,1955,1979,9999,9999,1953,9999,1991,1,0,2080,29066.285978856395,13.974175951373287,624,4982.7918820896675,7.985243400784719,NA,27.5,26,54,52,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
2047031,1997,2047005,2047170,1986,1955,1979,9999,9999,1953,9999,1991,1,0,520,8581.442142968384,16.49782251985672,2080,8581.442142968384,4.129819031303535,NA,18.5,18,44,42,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,11,NA,NA,1,1
2047031,2002,2047005,2047170,1986,1955,1979,9999,9999,1953,9999,1991,1,0,2340,22975.90997792814,9.81876494783254,1275,0,NA,NA,23.5,23,49,47,FALSE,FALSE,-7997,-7997,1,118,51,121,32,116,43,15,7,1,1.5,32.75,16,0.017146625632007036,0.48880597014925375,1,1
2047031,2007,2047005,2047170,1986,1955,1979,9999,9999,1953,9999,1991,1,0,2080,29066.285978856395,13.974175951373287,624,4982.7918820896675,7.985243400784719,NA,27.5,26,54,52,FALSE,FALSE,-7992,-7992,1,104,52,93,29,98,42,15,2,3,17.0666666666667,9.33333333333333,21,0.170666666666667,0.1296296296296296,1,1
2050031,1997,2050172,2050004,1984,1956,1983,9999,9999,1954,1973,1987,0,1,2000,64360.81607226289,32.180408036131446,832,12872.163214452577,15.468049462700513,NA,10.5,4,43,41,FALSE,FALSE,-8002,-8002,2,126,52,117,31,114,41,15,1,0,12.7333333333333,13.4333333333333,13,0.13263888888888856,0.18267085076708459,1,1
2050031,2002,2050172,2050004,1984,1956,1983,9999,9999,1954,1973,1987,0,1,1984,76586.3665930938,38.60199929087389,824,19146.59164827345,23.236154912953218,NA,13.5,5,48,46,FALSE,FALSE,-7997,-7997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1,1
2050031,2007,2050172,2050004,1984,1956,1983,9999,9999,1954,1973,1987,0,1,2080,91351.18450497724,43.918838704315995,1248,29066.285978856395,23.29029325228878,NA,18,9,53,51,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
2050032,1997,2050172,2050004,1984,1956,1983,9999,9999,1954,1973,1987,0,1,2000,64360.81607226289,32.180408036131446,832,12872.163214452577,15.468049462700513,NA,10.5,4,43,41,FALSE,FALSE,-8002,-8002,2,134,47,109,21,111,30,13,7,2,20.3833333333333,5.5,13,0.21232638888888855,0.07479079497907949,1,1
2050032,2002,2050172,2050004,1984,1956,1983,9999,9999,1954,1973,1987,0,1,1984,76586.3665930938,38.60199929087389,824,19146.59164827345,23.236154912953218,NA,13.5,5,48,46,FALSE,FALSE,-7997,-7997,2,136,55,108,31,98,40,14,10,5,4.16666666666667,0.5,18,0.04333333333333336,0.0067708333333333336,1,1
2050032,2007,2050172,2050004,1984,1956,1983,9999,9999,1954,1973,1987,0,1,2080,91351.18450497724,43.918838704315995,1248,29066.285978856395,23.29029325228878,NA,18,9,53,51,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1,1
2051034,1997,2051031,2051171,1993,1973,1993,9999,9999,1969,1970,1987,0,0,2080,37543.809375486686,18.05320890826974,80,536.340133935524,6.704251674194051,NA,2.5,0,28,24,FALSE,FALSE,-8002,-8002,2,101,4,NA,NA,105,6,4,0,0,21.9166666666667,26.25,4,0.19840993500464282,0.3645833333333333,1,1
2051034,2002,2051031,2051171,1993,1973,1993,9999,9999,1969,1970,1987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,29,FALSE,FALSE,-7997,-7997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1
2051034,2007,2051031,2051171,1993,1973,1993,9999,9999,1969,1970,1987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,34,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,1,1
2051035,1997,2051031,2051171,1993,1973,1993,9999,9999,1969,1970,1987,0,0,2080,37543.809375486686,18.05320890826974,80,536.340133935524,6.704251674194051,NA,2.5,0,28,24,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7833333333333,7.66666666666667,4,0.179097028783658,0.10648148148148152,1,1
2051035,2002,2051031,2051171,1993,1973,1993,9999,9999,1969,1970,1987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,29,FALSE,FALSE,-7997,-7997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1
2051035,2007,2051031,2051171,1993,1973,1993,9999,9999,1969,1970,1987,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,34,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,1,1
2053032,1997,2053004,2053174,1986,1960,1985,9999,9999,1952,1971,1987,1,0,2050,54036.26849400405,26.355754181591653,800,5465.30596480299,6.832973306338577,NA,7.5,4,45,37,FALSE,FALSE,-8002,-8002,2,100,41,125,31,125,39,16,1,0,39.5,18.25,11,0.4088375796178344,0.2514573396926338,1,1
2053032,2002,2053004,2053174,1986,1960,1985,9999,9999,1952,1971,1987,1,0,2295,52796.72647011404,23.00510957303444,1613,8964.434209721629,5.557615753082224,NA,11,6,50,42,FALSE,FALSE,-7997,-7997,2,111,53,109,33,124,52,18,3,4,15.25,11.1666666666667,16,0.18831631441462837,0.1645414187210735,1,1
2053032,2007,2053004,2053174,1986,1960,1985,9999,9999,1952,1971,1987,1,0,2080,49294.76008951308,23.699403889188982,1664,12153.029400416699,7.303503245442725,NA,16,11,55,47,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
2053033,1997,2053004,2053174,1986,1960,1985,9999,9999,1952,1971,1987,1,0,2050,54036.26849400405,26.355754181591653,800,5465.30596480299,6.832973306338577,NA,7.5,4,45,37,FALSE,FALSE,-8002,-8002,2,81,11,86,1,94,17,9,4,1,16.75,5.83333333333333,11,0.17336783439490447,0.08037449213919798,1,1
2053033,2002,2053004,2053174,1986,1960,1985,9999,9999,1952,1971,1987,1,0,2295,52796.72647011404,23.00510957303444,1613,8964.434209721629,5.557615753082224,NA,11,6,50,42,FALSE,FALSE,-7997,-7997,2,116,50,106,28,120,43,15,5,1,23.3333333333333,10.5,16,0.2881342515633654,0.1547180504392179,1,1
2053033,2007,2053004,2053174,1986,1960,1985,9999,9999,1952,1971,1987,1,0,2080,49294.76008951308,23.699403889188982,1664,12153.029400416699,7.303503245442725,NA,16,11,55,47,FALSE,FALSE,-7992,-7992,2,120,54,110,34,125,52,14,2,1,24,13,21,0.3,0.18055555555555555,1,1
2054030,1997,2054003,2054170,1991,1957,1979,9999,9999,1957,9999,1981,1,1,2450,64360.81607226289,26.269939760161964,1040,16090.204018065722,15.468049462700513,NA,18,18,40,40,FALSE,FALSE,-8002,-8002,1,104,16,NA,NA,110,20,10,2,2,26.9166666666667,27.4166666666667,6,0.2925724637681163,0.42254495159059524,1,1
2054030,2002,2054003,2054170,1991,1957,1979,9999,9999,1957,9999,1981,1,1,2600,61269.09327447504,23.56503587479809,1600,24890.569142755485,15.556605714222178,NA,22.5,22,45,45,FALSE,FALSE,-7997,-7997,1,111,47,110,28,113,39,15,5,4,18.6666666666667,9.08333333333333,11,0.22979797979798022,0.14650537634408597,1,1
2054030,2007,2054003,2054170,1991,1957,1979,9999,9999,1957,9999,1981,1,1,2600,53980.245389304735,20.76163284204028,1872,16609.306273632224,8.872492667538596,NA,27.5,27,50,50,FALSE,FALSE,-7992,-7992,1,115,53,114,34,108,45,NA,4,3,98.75,101.25,16,1.299342105263158,1.6330645161290323,1,1
2054031,1997,2054003,2054170,1991,1957,1979,9999,9999,1957,9999,1981,1,1,2450,64360.81607226289,26.269939760161964,1040,16090.204018065722,15.468049462700513,NA,18,18,40,40,FALSE,FALSE,-8002,-8002,1,100,5,NA,NA,97,6,2,6,1,37.1833333333333,30.25,6,0.40416666666666634,0.46621221102548904,1,1
2054031,2002,2054003,2054170,1991,1957,1979,9999,9999,1957,9999,1981,1,1,2600,61269.09327447504,23.56503587479809,1600,24890.569142755485,15.556605714222178,NA,22.5,22,45,45,FALSE,FALSE,-7997,-7997,1,115,42,112,22,117,33,11,11,1,20.9166666666667,18.4166666666667,11,0.25749684343434387,0.2970430107526887,1,1
2054031,2007,2054003,2054170,1991,1957,1979,9999,9999,1957,9999,1981,1,1,2600,53980.245389304735,20.76163284204028,1872,16609.306273632224,8.872492667538596,NA,27.5,27,50,50,FALSE,FALSE,-7992,-7992,1,114,51,106,30,119,45,NA,14,5,100.5,100.5,16,1.3223684210526316,1.6209677419354838,1,1
2055030,1997,2055003,2055175,1987,1964,1985,9999,9999,1962,9999,1981,0,0,2160,34325.76857187354,15.886394767170223,2700,8581.442142968384,3.175133592898302,NA,16,16,35,33,FALSE,FALSE,-8002,-8002,1,96,39,90,19,113,36,12,11,2,7.58333333333333,4.5,10,0.12622705932565081,0.06386462882096071,1,1
