KID,YEAR,MID,FID,YBIRTH,YBIRTH_M,YMAR,YDIV,YSEP,YBIRTH_F,UD_year,JC_year,edH,edW,F_hrs,F_earn,F_wage,M_hrs,M_earn,M_wage,exp,exp1,exp2,F_AGE,M_AGE,SEP,DIV,TSD,TSS,L,LW_std,LW_raw,PC_std,PC_raw,AP_std,AP_raw,DigSpan,BPE,BPN,tau_m,tau_f,AGE,PHI_M,PHI_F,dgroup,sgroup
2055030,2002,2055003,2055175,1987,1964,1985,9999,9999,1962,9999,1981,0,0,2356,29677.217054823846,12.59644187386411,2754,9573.295824136725,3.4761422745594497,NA,21,21,40,38,FALSE,FALSE,-7997,-7997,1,96,49,94,28,106,45,15,6,3,25.6666666666667,35.75,15,0.4347448425624327,0.5360438292964245,1,1
2055030,2007,2055003,2055175,1987,1964,1985,9999,9999,1962,9999,1981,0,0,NA,11626.514391542558,NA,3120,8304.653136816112,2.6617478002615704,NA,26,26,45,43,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1
2055032,1997,2055003,2055175,1987,1964,1985,9999,9999,1962,9999,1981,0,0,2160,34325.76857187354,15.886394767170223,2700,8581.442142968384,3.175133592898302,NA,16,16,35,33,FALSE,FALSE,-8002,-8002,1,108,40,94,17,114,32,15,1,0,2.66666666666667,3.5,10,0.044387537345283876,0.04967248908296944,1,1
2055032,2002,2055003,2055175,1987,1964,1985,9999,9999,1962,9999,1981,0,0,2356,29677.217054823846,12.59644187386411,2754,9573.295824136725,3.4761422745594497,NA,21,21,40,38,FALSE,FALSE,-7997,-7997,1,114,52,108,31,113,45,21,2,0,33.75,14.25,15,0.5716612377850163,0.21366782006920415,1,1
2055032,2007,2055003,2055175,1987,1964,1985,9999,9999,1962,9999,1981,0,0,NA,11626.514391542558,NA,3120,8304.653136816112,2.6617478002615704,NA,26,26,45,43,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1
2055031,1997,2055005,2055174,1986,1966,1984,9999,9999,1964,9999,1981,0,0,2000,32180.408036131445,16.090204018065723,1960,16090.204018065722,8.206004049213519,NA,11.5,10,33,31,FALSE,FALSE,-8002,-8002,1,109,44,112,27,128,40,14,1,1,21.1166666666667,13.5333333333333,11,0.2841787439613531,0.18403068340306786,1,1
2055031,2002,2055005,2055174,1986,1966,1984,9999,9999,1964,9999,1981,0,0,1992,33506.535384478535,16.820549891806493,3024,0,NA,NA,16.5,15,38,36,FALSE,FALSE,-7997,-7997,1,105,52,114,34,127,53,17,1,0,17.5,17.5,16,0.325,0.23747390396659707,1,1
2055031,2007,2055005,2055174,1986,1966,1984,9999,9999,1964,9999,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,41,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
2055033,1997,2055005,2055174,1986,1966,1984,9999,9999,1964,9999,1981,0,0,2000,32180.408036131445,16.090204018065723,1960,16090.204018065722,8.206004049213519,NA,11.5,10,33,31,FALSE,FALSE,-8002,-8002,1,115,38,118,22,120,31,12,1,2,20,12.8333333333333,11,0.2691511387163561,0.174511854951185,1,1
2055033,2002,2055005,2055174,1986,1966,1984,9999,9999,1964,9999,1981,0,0,1992,33506.535384478535,16.820549891806493,3024,0,NA,NA,16.5,15,38,36,FALSE,FALSE,-7997,-7997,1,110,51,122,34,128,50,18,2,1,29,10.6666666666667,16,0.5385714285714286,0.144745998608212,1,1
2055033,2007,2055005,2055174,1986,1966,1984,9999,9999,1964,9999,1981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,41,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1,1
2055034,1997,2055181,2055004,1995,1969,1994,9999,2015,1965,9999,1981,1,1,2080,47734.27192026164,22.94463092976172,0,0,NA,NA,1.5,1,32,28,FALSE,FALSE,-8002,-18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8333333333333,51.75,2,0.39136904761904734,0.71875,1,1
2055034,2002,2055181,2055004,1995,1969,1994,9999,2015,1965,9999,1981,1,1,3388,59833.09890085453,17.66030073815069,0,0,NA,NA,2,1,37,33,FALSE,FALSE,-7997,-13,1,124,35,131,22,128,30,13,2,0,15.6666666666667,21.6666666666667,7,0.1398809523809527,0.46250684181718743,1,1
2055034,2007,2055181,2055004,1995,1969,1994,9999,2015,1965,9999,1981,1,1,3120,37370.93911567251,11.977865101177066,1560,3321.861254726445,2.129398240209256,NA,3,2,42,38,FALSE,FALSE,-7992,-8,1,131,53,124,33,110,39,9,6,4,1.41666666666667,0.166666666666667,12,0.017276422764227684,0.0032051282051282115,1,1
2059033,1997,2059176,2059032,1994,1974,1994,2000,1999,1972,1967,1983,0,0,2000,37543.809375486686,18.77190468774334,2000,16090.204018065722,8.045102009032862,NA,4.5,4,25,23,FALSE,FALSE,-3,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,25.7333333333333,3,0.6119246861924685,0.349930264993026,3,3
2059033,2002,2059176,2059032,1994,1974,1994,2000,1999,1972,1967,1983,0,0,NA,NA,NA,550,4786.6479120683625,8.70299620376066,NA,9,8,30,28,TRUE,TRUE,2,3,2,87,26,90,12,76,20,6,13,6,46.5,0,8,0.4584755403868032,NA,2,2
2059033,2007,2059176,2059032,1994,1974,1994,2000,1999,1972,1967,1983,0,0,NA,NA,NA,2080,8304.653136816112,3.992621700392364,NA,10.5,9,35,33,TRUE,TRUE,7,8,2,92,43,86,22,88,32,10,6,10,28.25,17.75,13,0.3923611111111111,NA,2,2
2060030,1997,2060003,2060170,1988,1961,1985,9999,9999,1961,1967,1983,0,1,3750,48270.61205419716,12.872163214452577,1440,10726.80267871048,7.444401059025074,NA,12.5,12,36,36,FALSE,FALSE,-8002,-8002,2,93,29,101,17,125,32,15,2,2,31.85,25.85,9,0.37778284671532847,0.6481195756991321,1,1
2060030,2002,2060003,2060170,1988,1961,1985,9999,9999,1961,1967,1983,0,1,2640,67707.13471620699,25.64664193795719,0,0,NA,NA,13,12,41,41,FALSE,FALSE,-7997,-7997,2,98,48,119,33,105,42,17,2,4,NA,NA,14,NA,NA,1,1
2060030,2007,2060003,2060170,1988,1961,1985,9999,9999,1961,1967,1983,0,1,3120,87198.85793656918,27.948351902746573,0,0,NA,NA,13,12,46,46,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
2067038,1997,2067189,2067030,1996,1974,1995,9999,9999,1973,9999,1983,1,0,2250,41951.45259616882,18.643183055598815,2000,20341.235919638686,10.169008939417536,NA,3,3,24,23,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1666666666667,15.6666666666667,1,0.3694211994421204,0.22794254803208405,1,1
2067038,2002,2067189,2067030,1996,1974,1995,9999,9999,1973,9999,1983,1,0,2430,62226.42285688871,25.60758142258795,0,0,NA,NA,7,7,29,28,FALSE,FALSE,-7997,-7997,1,92,13,99,3,91,17,12,4,1,35,12.6666666666667,6,0.3125,0.19406796307208848,1,1
2067038,2007,2067189,2067030,1996,1974,1995,9999,9999,1973,9999,1983,1,0,2600,91351.18450497724,35.135070963452776,195,2159.209815572189,11.072870849088122,NA,7.5,7,34,33,FALSE,FALSE,-7992,-7992,1,110,45,115,29,120,39,NA,0,0,34.8333333333333,26,11,0.32178598922247853,0.41935483870967744,1,1
2086031,1997,2086004,2086172,1991,1964,1986,9999,9999,1964,9999,1981,1,1,2250,36471.129107615634,16.208198847531538,1365,42907.21071484192,31.42953184862171,NA,9,7,33,33,FALSE,FALSE,-8002,-8002,1,99,14,94,1,121,22,10,4,1,30.25,12.3333333333333,6,0.35276967930029157,0.1794441335571717,1,1
2086031,2002,2086004,2086172,1991,1964,1986,9999,9999,1964,9999,1981,1,1,2410,41260.905002029285,17.120707469721694,1502,49972.6042019937,33.27070852329807,NA,14,12,38,38,FALSE,FALSE,-7997,-7997,1,116,49,113,29,112,40,15,3,3,18.3333333333333,10.5833333333333,11,0.22057689341354272,0.161198984573325,1,1
2086031,2007,2086004,2086172,1991,1964,1986,9999,9999,1964,9999,1981,1,1,2340,49412.68616405587,21.1165325487418,1872,59793.502585076014,31.94097360313893,NA,19,17,43,43,FALSE,FALSE,-7992,-7992,1,121,54,103,32,116,49,16,1,3,13,13,16,0.17105263157894737,0.19402985074626866,1,1
2086033,1997,2086004,2086172,1991,1964,1986,9999,9999,1964,9999,1981,1,1,2250,36471.129107615634,16.208198847531538,1365,42907.21071484192,31.42953184862171,NA,9,7,33,33,FALSE,FALSE,-8002,-8002,1,100,5,NA,NA,120,12,2,5,0,28.6666666666667,16.0833333333333,6,0.33430515063168165,0.234004849841447,1,1
2086033,2002,2086004,2086172,1991,1964,1986,9999,9999,1964,9999,1981,1,1,2410,41260.905002029285,17.120707469721694,1502,49972.6042019937,33.27070852329807,NA,14,12,38,38,FALSE,FALSE,-7997,-7997,1,112,43,110,23,131,39,15,4,1,21.1666666666667,17,11,0.2546660496683638,0.25893380199179844,1,1
2086033,2007,2086004,2086172,1991,1964,1986,9999,9999,1964,9999,1981,1,1,2340,49412.68616405587,21.1165325487418,1872,59793.502585076014,31.94097360313893,NA,19,17,43,43,FALSE,FALSE,-7992,-7992,1,130,54,112,32,129,50,NA,1,0,36.0833333333333,30.8833333333333,16,0.4747807017543855,0.4609452736318403,1,1
2108033,1997,2108005,2108173,1992,1965,1991,2006,2006,1968,1971,1982,0,0,2080,16090.204018065722,7.734024731350257,2600,32180.408036131445,12.378730291231895,NA,13,13,29,32,FALSE,FALSE,-9,-9,2,95,6,NA,NA,99,10,5,9,0,5.33333333333333,5.41666666666667,5,0.08602150537634404,0.07523148148148152,3,3
2108033,2002,2108005,2108173,1992,1965,1991,2006,2006,1968,1971,1982,0,0,1975,24890.569142755485,12.602819819116702,2500,41165.17204378792,16.466068817515165,NA,18,18,34,37,FALSE,FALSE,-4,-4,2,104,43,107,25,106,35,12,7,1,12.8333333333333,0,10,0.20076213397512985,0,3,3
2108033,2007,2108005,2108173,1992,1965,1991,2006,2006,1968,1971,1982,0,0,NA,NA,NA,2860,44014.661625125394,15.389741826966898,NA,23,23,39,42,TRUE,TRUE,1,1,2,99,49,93,27,108,44,16,0,1,2.08333333333333,20,15,0.036549707602339124,NA,2,2
2108034,1997,2108005,2108173,1992,1965,1991,2006,2006,1968,1971,1982,0,0,2080,16090.204018065722,7.734024731350257,2600,32180.408036131445,12.378730291231895,NA,13,13,29,32,FALSE,FALSE,-9,-9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5.58333333333333,5,0.20967741935483872,0.07754629629629625,3,3
2108034,2002,2108005,2108173,1992,1965,1991,2006,2006,1968,1971,1982,0,0,1975,24890.569142755485,12.602819819116702,2500,41165.17204378792,16.466068817515165,NA,18,18,34,37,FALSE,FALSE,-4,-4,2,107,39,123,25,120,34,17,0,2,1.66666666666667,4.16666666666667,10,0.026073004412354647,0.056291677491989295,3,3
2108034,2007,2108005,2108173,1992,1965,1991,2006,2006,1968,1971,1982,0,0,NA,NA,NA,2860,44014.661625125394,15.389741826966898,NA,23,23,39,42,TRUE,TRUE,1,1,2,103,48,112,31,122,46,19,0,0,0,0.416666666666667,15,0,NA,2,2
2109030,1997,2109002,2109173,1989,1960,1985,1995,1992,1962,9999,1981,1,1,NA,NA,NA,3120,129794.31241239682,41.598540788039244,NA,12.5,12,35,37,TRUE,TRUE,2,5,1,180,55,125,24,146,37,17,7,13,4.16666666666667,0,8,0.08012820512820519,NA,2,2
2109030,2002,2109002,2109173,1989,1960,1985,1995,1992,1962,9999,1981,1,1,NA,NA,NA,2460,125410.1752961911,50.979746055362234,NA,17.5,17,40,42,TRUE,TRUE,7,10,1,111,51,106,30,119,46,13,5,12,NA,NA,13,NA,NA,2,2
2109030,2007,2109002,2109173,1989,1960,1985,1995,1992,1962,9999,1981,1,1,NA,NA,NA,2392,106299.56015124625,44.4396154478454,NA,22.5,22,45,47,TRUE,TRUE,12,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,2,2
2109031,1997,2109002,2109173,1989,1960,1985,1995,1992,1962,9999,1981,1,1,NA,NA,NA,3120,129794.31241239682,41.598540788039244,NA,12.5,12,35,37,TRUE,TRUE,2,5,1,89,13,86,1,128,25,16,15,4,5.33333333333333,0,8,0.1025641025641025,NA,2,2
2109031,2002,2109002,2109173,1989,1960,1985,1995,1992,1962,9999,1981,1,1,NA,NA,NA,2460,125410.1752961911,50.979746055362234,NA,17.5,17,40,42,TRUE,TRUE,7,10,1,109,48,103,27,115,41,11,17,7,NA,NA,13,NA,NA,2,2
2109031,2007,2109002,2109173,1989,1960,1985,1995,1992,1962,9999,1981,1,1,NA,NA,NA,2392,106299.56015124625,44.4396154478454,NA,22.5,22,45,47,TRUE,TRUE,12,15,1,120,54,110,34,128,53,24,13,2,2.25,0,18,0.03409090909090909,NA,2,2
2117030,1997,2117003,2117170,1990,1960,1987,9999,9999,1961,9999,1991,0,0,1715,64360.81607226289,37.53308257280798,1500,19308.244821678865,12.872163214452577,NA,9.5,9,36,37,FALSE,FALSE,-8002,-8002,1,91,14,90,2,101,19,11,8,1,9.75,21.4166666666667,7,0.11725254394079555,0.2710310700089239,1,1
2117030,2002,2117003,2117170,1990,1960,1987,9999,9999,1961,9999,1991,0,0,1836,67970.40035137074,37.02091522405814,1275,11487.95498896407,9.010160775658095,NA,14,13,41,42,FALSE,FALSE,-7997,-7997,1,121,51,122,32,121,43,14,3,1,21.5,36,12,0.24576830072543418,0.46940822467402205,1,1
2117030,2007,2117003,2117170,1990,1960,1987,9999,9999,1961,9999,1991,0,0,1820,81385.6007407979,44.71736304439441,2080,18270.23690099545,8.783767740863215,NA,19,18,46,47,FALSE,FALSE,-7992,-7992,1,111,53,104,33,119,50,16,1,1,12.5833333333333,20.5,17,0.17476851851851805,0.2662337662337662,1,1
2117031,1997,2117003,2117170,1990,1960,1987,9999,9999,1961,9999,1991,0,0,1715,64360.81607226289,37.53308257280798,1500,19308.244821678865,12.872163214452577,NA,9.5,9,36,37,FALSE,FALSE,-8002,-8002,1,104,13,NA,NA,101,15,12,7,3,16.75,16.9166666666667,7,0.20143385753931542,0.21408290743895556,1,1
2117031,2002,2117003,2117170,1990,1960,1987,9999,9999,1961,9999,1991,0,0,1836,67970.40035137074,37.02091522405814,1275,11487.95498896407,9.010160775658095,NA,14,13,41,42,FALSE,FALSE,-7997,-7997,1,109,46,115,29,108,37,13,5,9,21.5,36,12,0.24576830072543418,0.46940822467402205,1,1
2117031,2007,2117003,2117170,1990,1960,1987,9999,9999,1961,9999,1991,0,0,1820,81385.6007407979,44.71736304439441,2080,18270.23690099545,8.783767740863215,NA,19,18,46,47,FALSE,FALSE,-7992,-7992,1,109,52,95,29,93,38,14,6,4,27,10.25,17,0.375,0.1331168831168831,1,1
2117032,1997,2117006,2117171,1993,1964,1990,9999,9999,1960,9999,1991,0,1,1850,66506.17660800499,35.94551577635882,1224,12872.163214452577,10.512266625136272,NA,9,8,37,33,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,8,3,13.25,16.6666666666667,4,0.1497826086956522,0.2180842140580444,1,1
2117032,2002,2117006,2117171,1993,1964,1990,9999,9999,1960,9999,1991,0,1,1800,88074.32158205786,48.93017865669882,1083,17231.932483446104,15.911294998565195,NA,14,13,42,38,FALSE,FALSE,-7997,-7997,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1
2117032,2007,2117006,2117171,1993,1964,1990,9999,9999,1960,9999,1991,0,1,2340,99655.83764179335,42.587964804185205,1456,31972.914576742034,21.959419352157997,NA,19,18,47,43,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,3,4,12.5,1,14,0.1488095238095238,0.014925373134328358,1,1
2117033,1997,2117006,2117171,1993,1964,1990,9999,9999,1960,9999,1991,0,1,1850,66506.17660800499,35.94551577635882,1224,12872.163214452577,10.512266625136272,NA,9,8,37,33,FALSE,FALSE,-8002,-8002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9166666666667,19.3333333333333,4,0.1912318840579714,0.2529776883073306,1,1
2117033,2002,2117006,2117171,1993,1964,1990,9999,9999,1960,9999,1991,0,1,1800,88074.32158205786,48.93017865669882,1083,17231.932483446104,15.911294998565195,NA,14,13,42,38,FALSE,FALSE,-7997,-7997,1,114,32,128,21,110,27,15,9,4,23.4166666666667,4,9,0.25683751669830596,0.05168986083499006,1,1
2117033,2007,2117006,2117171,1993,1964,1990,9999,9999,1960,9999,1991,0,1,2340,99655.83764179335,42.587964804185205,1456,31972.914576742034,21.959419352157997,NA,19,18,47,43,FALSE,FALSE,-7992,-7992,1,96,43,104,28,122,43,NA,7,1,3.5,3,14,0.041666666666666664,0.04477611940298507,1,1
2125030,1997,2125004,2125171,1987,1958,1983,9999,9999,1958,9999,1987,0,0,2184,24671.646161034107,11.295323220682135,2392,45052.57125058402,18.836265503815603,NA,15,15,39,39,FALSE,FALSE,-8002,-8002,1,139,52,127,31,127,39,17,3,2,11.4166666666667,21.5,10,0.17297979797979848,0.30714285714285716,1,1
2125030,2002,2125004,2125171,1987,1958,1983,9999,9999,1958,9999,1987,0,0,2000,22080.806818371355,11.040403409185679,2448,46909.14953826995,19.16223428850897,NA,20,20,44,44,FALSE,FALSE,-7997,-7997,1,149,56,90,26,100,43,22,6,3,7.66666666666667,4.83333333333333,15,0.11808846761453402,0.06572524407252436,1,1
2125030,2007,2125004,2125171,1987,1958,1983,9999,9999,1958,9999,1987,0,0,2080,25063.65078323945,12.049832107326678,2080,43085.78617177252,20.714320274890596,NA,25,25,49,49,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1
2125032,1997,2125004,2125171,1987,1958,1983,9999,9999,1958,9999,1987,0,0,2184,24671.646161034107,11.295323220682135,2392,45052.57125058402,18.836265503815603,NA,15,15,39,39,FALSE,FALSE,-8002,-8002,1,138,41,136,25,129,30,15,11,3,11.85,14.2666666666667,10,0.17954545454545454,0.20380952380952427,1,1
2125032,2002,2125004,2125171,1987,1958,1983,9999,9999,1958,9999,1987,0,0,2000,22080.806818371355,11.040403409185679,2448,46909.14953826995,19.16223428850897,NA,20,20,44,44,FALSE,FALSE,-7997,-7997,1,125,53,113,31,98,38,16,4,1,1,1,15,0.015402843601895736,0.013598326359832635,1,1
2125032,2007,2125004,2125171,1987,1958,1983,9999,9999,1958,9999,1987,0,0,2080,25063.65078323945,12.049832107326678,2080,43085.78617177252,20.714320274890596,NA,25,25,49,49,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1
2125031,1997,2125006,2125170,1988,1961,1980,9999,9999,1959,9999,1987,0,0,2600,38616.48964335773,14.856621710014016,104,536.340133935524,5.159592088459741,NA,11,7,38,36,FALSE,FALSE,-8002,-8002,1,126,45,130,28,128,35,16,13,9,14.3666666666667,10.3166666666667,9,0.1306060606060609,0.16639784946236613,1,1
2125031,2002,2125006,2125170,1988,1961,1980,9999,9999,1959,9999,1987,0,0,656,57439.77494482035,87.5606325378359,60,478.66479120683624,NA,NA,13.5,7,43,41,FALSE,FALSE,-7997,-7997,1,128,54,125,35,119,47,19,3,3,34.6666666666667,28,14,0.3127457783946337,0.28173374613003094,1,1
2125031,2007,2125006,2125170,1988,1961,1980,9999,9999,1959,9999,1987,0,0,2080,NA,NA,1040,NA,NA,NA,15.5,8,48,46,FALSE,FALSE,-7992,-7992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1,1
2125034,1997,2125006,2125170,1988,1961,1980,9999,9999,1959,9999,1987,0,0,2600,38616.48964335773,14.856621710014016,104,536.340133935524,5.159592088459741,NA,11,7,38,36,FALSE,FALSE,-8002,-8002,1,92,6,NA,NA,96,10,6,6,0,11.4,9.91666666666667,9,0.10363636363636364,0.15994623655913984,1,1
2125034,2002,2125006,2125170,1988,1961,1980,9999,9999,1959,9999,1987,0,0,656,57439.77494482035,87.5606325378359,60,478.66479120683624,NA,NA,13.5,7,43,41,FALSE,FALSE,-7997,-7997,1,129,50,125,31,125,39,19,11,4,38.4166666666667,28,14,0.3465764515382839,0.28173374613003094,1,1
2125034,2007,2125006,2125170,1988,1961,1980,9999,9999,1959,9999,1987,0,0,2080,NA,NA,1040,NA,NA,NA,15.5,8,48,46,FALSE,FALSE,-7992,-7992,1,158,56,141,38,123,49,NA,10,6,42.8333333333333,16.5,19,0.46557971014492716,0.22916666666666666,1,1
2128032,1997,2128030,2128171,1992,1971,1990,2000,1999,1967,9999,1987,0,0,3120,20380.925089549914,6.532622831334683,2100,27889.68696464725,13.279781716243576,NA,8,8,30,26,FALSE,FALSE,-3,-2,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,NA,3,3
2128032,2002,2128030,2128171,1992,1971,1990,2000,1999,1967,9999,1987,0,0,1708,38293.1832965469,22.419896543645727,1600,44994.490373442604,28.12155648340163,NA,13,13,35,31,TRUE,TRUE,2,3,1,156,55,117,28,115,37,15,2,1,3.75,23.25,10,0.04616477272727273,0.29373177842565595,2,2
2128032,2007,2128030,2128171,1992,1971,1990,2000,1999,1967,9999,1987,0,0,NA,NA,NA,2080,44845.12693880701,21.560157182118786,NA,18,18,40,36,TRUE,TRUE,7,8,1,112,52,117,34,131,52,14,2,0,13.5833333333333,17.8333333333333,15,0.18865740740740694,NA,2,2
2128033,1997,2128030,2128171,1992,1971,1990,2000,1999,1967,9999,1987,0,0,3120,20380.925089549914,6.532622831334683,2100,27889.68696464725,13.279781716243576,NA,8,8,30,26,FALSE,FALSE,-3,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,3
2128033,2002,2128030,2128171,1992,1971,1990,2000,1999,1967,9999,1987,0,0,1708,38293.1832965469,22.419896543645727,1600,44994.490373442604,28.12155648340163,NA,13,13,35,31,TRUE,TRUE,2,3,1,112,38,126,24,136,36,14,1,0,3.75,32.8833333333333,10,0.04616477272727273,0.4154356980887588,2,2
2128033,2007,2128030,2128171,1992,1971,1990,2000,1999,1967,9999,1987,0,0,NA,NA,NA,2080,44845.12693880701,21.560157182118786,NA,18,18,40,36,TRUE,TRUE,7,8,1,98,46,109,30,118,44,15,3,2,17.9166666666667,15.95,15,0.24884259259259306,NA,2,2
2129033,1997,2129181,2129004,1988,1962,1987,2006,2005,1959,1970,1987,1,1,3120,134085.033483881,42.97157153091419,0,0,NA,NA,6.5,6,38,35,FALSE,FALSE,-9,-8,2,146,51,128,27,139,38,18,2,2,29.8333333333333,7,9,0.26636904761904734,0.1346153846153846,3,3
2129033,2002,2129181,2129004,1988,1962,1987,2006,2005,1959,1970,1987,1,1,3570,349425.2975809905,97.87823461652394,0,0,NA,NA,6.5,6,43,40,FALSE,FALSE,-4,-3,2,136,55,108,31,140,54,19,1,4,12.1666666666667,1.33333333333333,14,0.10863095238095268,0.030760130139012052,3,3
2129033,2007,2129181,2129004,1988,1962,1987,2006,2005,1959,1970,1987,1,1,2080,132874.4501890578,63.88194720627778,1560,14948.375646269003,9.582292080941636,NA,8,7,48,45,TRUE,TRUE,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,2,2
2129036,1997,2129181,2129004,1988,1962,1987,2006,2005,1959,1970,1987,1,1,3120,134085.033483881,42.97157153091419,0,0,NA,NA,6.5,6,38,35,FALSE,FALSE,-9,-8,2,131,36,124,19,112,24,13,11,6,28.75,6.16666666666667,9,0.25669642857142855,0.11858974358974364,3,3
2129036,2002,2129181,2129004,1988,1962,1987,2006,2005,1959,1970,1987,1,1,3570,349425.2975809905,97.87823461652394,0,0,NA,NA,6.5,6,43,40,FALSE,FALSE,-4,-3,2,145,55,100,27,100,38,15,14,8,25.25,30.75,14,0.22544642857142858,0.7094055013309672,3,3
2129036,2007,2129181,2129004,1988,1962,1987,2006,2005,1959,1970,1987,1,1,2080,132874.4501890578,63.88194720627778,1560,14948.375646269003,9.582292080941636,NA,8,7,48,45,TRUE,TRUE,1,2,2,128,55,98,31,107,46,16,13,7,0.166666666666667,0,19,0.002032520325203256,0,2,2
2137034,1997,2137174,2137030,1995,1974,1995,2001,2001,1975,1973,1990,0,0,2000,24671.646161034107,12.335823080517054,2000,16090.204018065722,8.045102009032862,NA,3,3,22,23,FALSE,FALSE,-4,-4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,20.1666666666667,2,0.5235355648535565,0.27423291492329194,3,3
2137034,2002,2137174,2137030,1995,1974,1995,2001,2001,1975,1973,1990,0,0,2250,43079.831208615265,19.14659164827345,2241,36833.25568336605,16.436080179993773,NA,8,8,27,28,TRUE,TRUE,1,1,2,152,47,128,19,98,22,10,11,6,15.1666666666667,0,7,0.2201134989301335,0,2,2
2137034,2007,2137174,2137030,1995,1974,1995,2001,2001,1975,1973,1990,0,0,3120,54810.71070298635,17.56753548172643,NA,NA,NA,NA,NA,NA,32,33,TRUE,TRUE,6,6,2,NA,NA,NA,NA,NA,NA,NA,10,5,NA,NA,12,NA,NA,2,2
2138033,1997,2138030,2138174,1992,1973,1992,1994,1994,1969,1973,1990,0,0,NA,NA,NA,1800,12872.163214452577,85.81442142968385,NA,6,5,28,24,TRUE,TRUE,3,3,2,106,12,NA,NA,107,15,7,9,5,32.8333333333333,0,5,0.42428760768720963,NA,2,2
2138033,2002,2138030,2138174,1992,1973,1992,1994,1994,1969,1973,1990,0,0,NA,NA,NA,83,1914.659164827345,NA,NA,9.5,8,33,29,TRUE,TRUE,8,8,2,112,46,107,26,NA,NA,13,9,11,39.6833333333333,0.666666666666667,10,0.35943796086628316,NA,2,2
2138033,2007,2138030,2138174,1992,1973,1992,1994,1994,1969,1973,1990,0,0,NA,NA,NA,0,0,NA,NA,9.5,8,38,34,TRUE,TRUE,13,13,2,98,49,98,30,96,39,NA,9,11,0,6.5,15,0,NA,2,2
2143032,1997,2143003,2143170,1981,1955,1979,9999,9999,1957,1972,1981,0,1,1620,53634.013393552406,33.10291306650054,1440,42907.21071484192,29.799057841457717,NA,17.5,16,40,42,FALSE,FALSE,-8002,-8002,2,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,16,NA,NA,1,1
2143032,2002,2143003,2143170,1981,1955,1979,9999,9999,1957,1972,1981,0,1,2144,55525.115779993,25.89790847947435,1771,59354.43410964769,33.51464376603484,NA,22.5,21,45,47,FALSE,FALSE,-7997,-7997,2,99,51,97,30,93,40,16,12,3,8.83333333333333,8,21,0.1133316884612221,0.11304347826086956,1,1
2143032,2007,2143003,2143170,1981,1955,1979,9999,9999,1957,1972,1981,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,52,FALSE,FALSE,-7992,-7992,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,1,1
2151038,1997,2151005,2151173,1978,1955,1977,9999,9999,1953,9999,1981,1,0,2600,23598.96589316306,9.074875066189067,312,23598.96589316306,75.6346856875876,NA,3,1,44,42,FALSE,FALSE,-8002,-8002,1,113,50,113,31,109,41,13,10,4,15.5333333333333,6,19,0.14654088050314434,0.0967741935483871,1,1
